,index,title,description,price,details,parent_asin
166,49271,"WIS Hyaluronic Acid Moisturizing Facial Mask for Women Anti-aging, Deep Hydrating, Remove Wrinkles, 24 Pack Sheet Mask for Dry and Sensitive Skin Care",,,"{'Brand': '+WIS+', 'Item Form': 'Sheet', 'Product Benefits': 'Hydrating', 'Scent': 'Hyaluronic Acid', 'Skin Type': 'All', 'Package Dimensions': '6.22 x 5.04 x 4.02 inches; 1.83 Pounds'}",B08PVH18Z6
167,49914,"OGANA CELL Peptide Concentrating Amazing Lotion 2.03 fl.oz. (60ml) - 650ppm Peptide Contained Mild Moisturizing Facial Lotion, Hypoallergenic Natural Ingredients for Sensitive Skin",,,"{'Brand': 'OGANA CELL', 'Item Form': 'Lotion', 'Unit Count': '2.03 Fl Oz', 'Number of Items': '1', 'Use for': 'Whole Body'}",B07RBSLNFR
168,50548,"MD Complete Bright & Healthy Vitamin C+ Vitalizing Face Serum| with Vitamin C, Vitamin E and Herbal Extracts | Potent Antioxidant Protection, Nourishes, Brightens and Evens Skin 0.5 fl oz",,,"{'Skin Type': 'Acne Prone, Sensitive', 'Use for': 'Face', 'Scent': 'Aloe', 'Brand': 'MD Complete by Dr. Brian Zelickson', 'Item Form': 'Serum', 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '1.05 x 1.63 x 3.75 inches; 4.97 Ounces', 'UPC': '850458005573'}",B08BZ1RHPS
169,50728,"ZUK Black Matte Lipstick 2Pcs Suede Cream Liquid Lipstick Set for Women, Vegan and Cruelty Free, 0.34 Fl Oz",,,"{'Brand': 'ZUK', 'Item Form': 'Cream,Liquid', 'Product Benefits': 'Softening,Smoothening,Long-lasting,Makeup', 'Coverage': 'Full', 'Specialty': 'Cruelty,Cruelty Free,Natural', 'Product Dimensions': '4.72 x 0.87 x 0.87 inches; 2.12 Ounces'}",B09NFQ69KT
170,50924,"Soo'AE Sweet Pink Bubble Mask, Clarifying & Softening, 1 Count",,,"{'Brand': 'SOOAE', 'Item Form': 'Cream', 'Product Benefits': 'Softening,Softer', 'Scent': 'Peach', 'Special Feature': 'Not Tested On Animals', 'Product Dimensions': '3.5 x 0.1 x 5.5 inches; 0.32 Ounces'}",B08GS1G9BH
171,51585,"Maestee 9 Pcs Gel Nail Polish Kit, 6 Colors (8ml) with Base and Top Coat and Matte Top Gel (8ml) Neon Nail Polish Hot Neon City Collection Soak Off Nail Gel Polish Starter Professional Kit Best Mothers Day Gift",,,"{'Brand': 'maestee', 'Item Form': 'Gel', 'Finish Type': 'Matte,Glossy', 'Material Feature': 'Non-Toxic, Cruelty Free', 'Age Range (Description)': 'Adult', 'Unit Count': '1.00 Fl Oz', 'Number of Items': '9', 'Number of Pieces': '9', 'Liquid Volume': '0.27 Fluid Ounces', 'Package Dimensions': '11.69 x 3.66 x 1.42 inches; 14.07 Ounces'}",B08W8LKLHB
172,51754,"Sam&Helen Magnetic Eyelashes With Eyeliner Kit, 5Pairs Magnetic Eyelashes And 2 Tubes Magnetic Eyeliners With Eyelash Applicator-No Glue Needed",,,"{'Brand': 'Sam&Helen', 'Item Dimensions LxWxH': '5.51 x 5.71 x 0.63 inches', 'Material Feature': 'Gluten Free', 'Item Form': 'Pair', 'Mounting Type': 'Eyelash Glue', 'Product Dimensions': '5.51 x 5.71 x 0.63 inches; 2.4 Ounces'}",B086JN17SK
173,51971,"Kopari Bubblegum Lip Gloss Kit | Strawberry, Grape, and Bubble Gum Flavors | Hydrating Blend of Shea Butter and Coconut Oil to Nourish and Soothe Chapped Lips | Vegan and Cruelty-Free",,27.99,"{'Brand': 'Kopari', 'Skin Type': 'Dry', 'Item Form': 'Gel', 'Finish Type': 'Sheer', 'Product Benefits': 'Hydrating,Smoothening,Soothing,Shine,Nourishing', 'Package Dimensions': '4.69 x 3.19 x 1.34 inches; 1.76 Ounces', 'UPC': '850036833345'}",B09SH1FD9S
174,52181,"Water Flosser Cordless Teeth Cleaner, SOOCAS Professional Oral Irrigator 230ML Portable and Rechargeable Water Dental Flosser with 3 Modes and 4 Jet Tips, IPX7 Waterproof, USB Charged for 30 Days Use",,,"{'Brand': 'SOOCAS', 'Power Source': 'Battery Powered', 'Special Feature': 'Por, Multiple Operation Modes, Multiple Tips', 'Unit Count': '1.00 Count', 'Tank Volume': '230 Milliliters', 'Package Dimensions': '9.49 x 4.41 x 3.23 inches; 1.08 Pounds', 'Item model number': 'SOOCAS W3', 'Manufacturer': 'SOOCAS'}",B07LCHCD6Q
175,52211,"Pretty Frank Natural Deodorant Jar- No Aluminum Deodorant for Women, Men, Teens, & Kids – Paraben Sulfate Free Cream Deodorant with Shea Butter, Coconut Oil, Vitamin E & Baking Soda (Jasmine)",,,"{'Brand': 'PRETTY FRANK', 'Item Form': 'Cream', 'Scent': 'Jasmine, Coconut', 'Material Feature': 'Natural', 'Number of Items': '1', 'Package Dimensions': '3.42 x 2.79 x 2.59 inches; 5.61 Ounces'}",B086MN4SRX
176,52398,Biutee Starry Sky Nail Gel Firework Nail Gel With black Nail Polish Gel 8ml UV LED,,,"{'Brand': 'Biutee', 'Item Form': 'Gel', 'Type': 'Gel', 'Material Feature': 'Non-Toxic, Cruelty Free', 'Age Range (Description)': 'Adult', 'Unit Count': '3.5274 Ounce', 'Number of Items': '2', 'Liquid Volume': '0.27 Fluid Ounces', 'Package Dimensions': '4.92 x 3.31 x 1.77 inches; 4.59 Ounces'}",B086W18W1W
177,52690,"John Frieda Detox and Repair Shampoo and Conditioner Set with Nourishing Avocado Oil and Green Tea, 8.45 Fl Oz (Pack of 2)","John Frieda Detox and Repair Shampoo and Conditioner set removes product build up and revitalizes dry and stressed hair. Detox and Repair moisturizes and cleanses damaged hair and leaves hair visibly healthy and repaired. With antioxidant rich green tea and nourishing avocado oil. Your hair is exposed to many daily challenges that could make it look stressed and lifeless. Styling, product build up, and environmental influences can strain hair and can reduce the effect of caring ingredients. With antioxidant rich green tea and nourishing avocado oil, John Frieda Detox and Repair removes product build up and revitalizes hair immediately. The result: Repaired and healthy looking hair with silky shine. Satisfaction Guaranteed. Limitations may apply.",,"{'Product Benefits': 'Detoxifying', 'Brand': 'John Frieda', 'Hair Type': 'All, Dry', 'Number of Items': '2', 'Unit Count': '16.9 Fl Oz', 'Product Dimensions': '3 x 3.8 x 9.06 inches; 8.45 Ounces', 'UPC': '717226276545'}",B08XJWLLKQ
178,53200,"Sasy n Savy, Citrus Soufflè Hydrating and Nourishing Body Crème, Plant-Based Natural Ingredients For Daily Moisture, 6.08 fl oz(180mL)",,24.99,"{'Brand': 'Sasy n Savy', 'Item Form': 'Cream', 'Unit Count': '6.1 Fl Oz', 'Number of Items': '1', 'Use for': 'Whole Body', 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '2.76 x 1.77 x 6.69 inches; 10.41 Ounces'}",B009GPP546
179,53203,"PINROSE Perfumes Bold Soul - Eau de Parfum Petals (Fragrance Towelettes) - Vegan, Cruelty-free, and Hypoallergenic Scent with Essential Oils - Notes of Crushed Blackberry, Tuberose, Vanilla, Cinnamon and Patchouli",,10.0,"{'Brand': 'PINROSE', 'Item Form': 'Spray', 'Scent': 'Bold Soul', 'Special Feature': 'Portable', 'Fragrance Concentration': 'eau_de_parfum', 'Package Dimensions': '3 x 3 x 0.05 inches; 0.49 Ounces', 'UPC': '850016075529'}",B0B2L218H2
180,53368,20 PCS Zoostliss Nail Polish Remover Clips,,,"{'Brand': 'Zoostliss', 'Number of Items': '20', 'Unit Count': '20 Count', 'Package Dimensions': '6.6 x 5.1 x 1.8 inches; 3.99 Ounces'}",B086VK22QT
181,53427,"35.4 Inch Extra Long Silicone Back Scrubber for Shower, 2021 Updated Lengthen Back Scrubber Brush for Men and Women, Exfoliating Back Washer with Wall Hooks, Easy Clean, Comfortable Massage (Green 27.5in)",,,"{'Package Dimensions': '8.75 x 5.5 x 2.6 inches; 6.38 Ounces', 'UPC': '757173533773', 'Manufacturer': 'MAORULU'}",B08FD2KP9R
182,53459,SELF/ish Men's Face Scrub | Exfoliating Facial Cleanser | Deep Cleansing | Effective Shave Prep & Beard Exfoliator for Men | Natural Ingredients | 3.4fl oz,,,"{'Brand': 'MELARQT', 'Item Form': 'Scrub', 'Skin Type': 'Acne Prone', 'Product Benefits': 'Exfoliating', 'Material Feature': 'Natural', 'Package Dimensions': '6.26 x 2.09 x 2.01 inches; 4.73 Ounces', 'Department': 'Men', 'UPC': '810042384002'}",B08BFH35VX
183,53727,"Bioré J-Beauty Makeup Removing Moisturizing Cleansing Jelly, Top Japanese Makeup Remover, Gentle Skin Cleanser, Mild Floral Fragrance, Non-Greasy, 7.8 Ounce","Bioré J-Beauty Makeup Removing Moisturizing Cleansing Jelly is a non-greasy makeup remover that removes dirt and impurities from deep below the surface of your skin. This top Japanese makeup remover glides on gently and leaves no sticky residue. Formulated with conditioning beauty essence, this jelly leaves skin feeling moisturized and free of makeup. Satisfaction Guaranteed. Limitations may apply.",11.95,"{'Product Dimensions': '1.56 x 2.5 x 7.25 inches; 10.08 Ounces', 'Item model number': '28077_obs', 'UPC': '019100264557', 'Manufacturer': 'Kao USA Inc.'}",B0914JBBTV
184,54862,"Glow Line Individual Hand Wipes - Hand Wipes Travel Size, Lavender Rose Travel Hand Wipes - Moist Towelettes Individually Wrapped, Wet Wipes Individually Wrapped w/Murumuru Seed & Peptides - 15 ct",,,"{'Brand': 'BUSYCO', 'Skin Type': 'All', 'Unit Count': '15.00 Count', 'Number of Items': '1', 'Age Range (Description)': 'Adult', 'Product Dimensions': '4.5 x 7.3 x 3.5 inches; 3.21 Ounces'}",B08DK4NDM3
185,55280,"Simply Dana Coconut Lip Scrub, Exfoliate and Plump Your Lips, 0.4 oz (12g)",,,"{'Brand': 'Simply Dana', 'Skin Type': 'Dry', 'Product Benefits': 'Exfoliating', 'Material Feature': 'Natural', 'Unit Count': '1.00 Count', 'Product Dimensions': '1.57 x 1.38 x 1.38 inches; 1.13 Ounces', 'UPC': '672975914059'}",B08RQZ3F3L
186,55429,"Gel Nail Polish Set, Glitter 6 Colors Gel Polish Kit Popular Nail Art Design Soak Off LED Lamp Nail Polish Gel Manicure Kit Gifts Set for Girls Women Professional DIY Home Use",,,"{'Brand': 'Anzuo', 'Item Form': 'Gel', 'Type': 'gel', 'Finish Type': 'Shimmery', 'Special Feature': 'Long Lasting', 'Material Feature': 'Non-Toxic, Cruelty Free', 'Age Range (Description)': 'Adult', 'Unit Count': '6.00 Count', 'Number of Items': '6', 'Number of Pieces': '6', 'Product Dimensions': '5.12 x 3.15 x 3.54 inches; 10.23 Ounces'}",B08CVCLVS2
187,55517,20pcs Nail Tips Clips for Quick Building Polygel Nail Forms Nail Tips Clip for Finger Nail Extension DIY Manicure Nail Art Tool,,,"{'Size': '20 Count (Pack of 1)', 'Material': 'Plastic', 'Brand': 'Tiggell', 'Style': 'French', 'Coverage': 'Full Well Tips', 'Package Dimensions': '8.98 x 6.85 x 2.2 inches; 4.16 Ounces', 'UPC': '795853588163'}",B088LPYXNQ
188,55544,"BeautyStat Cosmetics Universal Moisture Essence, 100% Pure Squalane, Face Oil, Moisturizer, 30ml, 1oz",,40.0,"{'Brand': 'BeautyStat', 'Item Form': 'Oil', 'Unit Count': '1.00 Fl Oz', 'Number of Items': '1', 'Use for': 'Face', 'Package Dimensions': '6.2 x 3 x 3 inches; 2.4 Ounces', 'UPC': '860001453058', 'Manufacturer': 'BeautyStat'}",B08RRSPNWV
189,55709,"6 Pack Spray Bottles,Empty Plastic Clear Small Transparent Travel Bottles Pump Bottle Lotion Dispenser Bottle Set,Refillable Liquid Containers 3oz and 2 oz",,,{'Package Dimensions': '8.98 x 6.14 x 1.1 inches; 0.81 Ounces'},B08693T3XR
190,55970,"Laloirelle Luminous Face Oil - Organic Pomegranate Oil, Cacao Oil Infused W/Brightening White Peony Root, Marigold Flower, Lotus Leaf - Glowing Skin That Feels Hydrated, Plump and Firm - 1.0 fl oz",,,"{'Brand': 'Laloirelle', 'Scent': 'Pomegranate', 'Item Form': 'Oil', 'Unit Count': '1.00 Fl Oz', 'Use for': 'Face', 'Package Dimensions': '5.67 x 2.36 x 2.32 inches; 4.55 Ounces'}",B08DXLRTSB
191,56261,Glitter Poly Nail Gel Extensions Builder Gel UV/LED Soak Off Acrylic Fashion Gel Polish Set for Nails Beginner DIY Nail Art at Home 8 colors-15g (Pink series),,,"{'Brand': 'MIZHSE', 'Item Form': 'Gel', 'Finish Type': 'Shimmery', 'Material Feature': 'Non-Toxic, Cruelty Free', 'Age Range (Description)': 'Adult', 'Unit Count': '478.00 Count', 'Number of Items': '9', 'Package Dimensions': '9.76 x 4.88 x 1.42 inches; 12.8 Ounces'}",B08DHZW3LK
192,56459,"Qiray Hair Ties For Women Coil Hair Ties,Large Lace Phnom Penh,5 Colors 10 Pieces.",,,"{'Material': 'Rubber', 'Item Form': 'elastic', 'Brand': 'Qiray', 'Item Dimensions LxWxH': '3.15 x 3.15 x 2.36 inches', 'Number of Pieces': '10', 'Product Dimensions': '3.15 x 3.15 x 2.36 inches; 2.82 Ounces', 'UPC': '655160582486'}",B081D2R47W
193,56503,"Caudalie Vinosource SOS Intense Hydration Set: Hydrating Trio for Sensitive Skin including a Daily Foam Cleanser, Hydrating Serum, Facial Moisturizer",,,{'Package Dimensions': '6.93 x 5.35 x 2.64 inches; 14.5 Ounces'},B08H4SYXR4
194,56681,"SOFTACULOUS Foot Peeling Mask Booties – 2 Pairs, Baby Soft Skin in 7 Days",,,"{'Package Dimensions': '7.87 x 5.91 x 1.14 inches; 4 Ounces', 'Item model number': 'STM-FMP-LAV', 'UPC': '734038263785'}",B07SY7WPS4
195,56693,"Heyedrate Activated Charcoal Soap Bar and Face Wash | Organic, Vegan, Natural Soap made with Dead Sea Mud and Our Essential Oil Blend (1 Pack (5 Ounces))",,,"{'Item Form': 'Bar', 'Brand': 'Eye Love', 'Scent': 'Eucalyptus, Coconut, Grapefruit, Rosemary', 'Material Feature': 'Organic, Natural, Vegan', 'Age Range (Description)': 'Adult', 'Product Dimensions': '4 x 1 x 1 inches; 4.97 Ounces', 'UPC': '850436007827'}",B08N6YHQXT
196,56731,Nxconsu 12Pcs Headbands for Women Girls Teens Elastic Hair Bands Silky Solid Colors Pleated Crinkle Head Band Fashion Trendy Outfit Colorful Thin Comfortable Hair Accessories for Home Work Gym Casual,,,"{'Material': 'Plastic', 'Fabric Type': 'elastic', 'Number of Items': '1', 'Brand': 'Nxconsu', 'Size': '12 Count (Pack of 1)', 'Package Dimensions': '11.06 x 9.76 x 1.46 inches; 6.38 Ounces'}",B08QHP717Z
197,56826,"The Henna Guys Hair Finishing Stick, Frizz Control Hair products, Broken Baby Hair Gel - Hair Wax Stick for Flyaway Hair - Faster & Quickest Solution for Neat Hair Styles (1 Pack)",,,"{'Package Information': 'Box', 'Brand': 'The Henna Guys', 'Item Form': 'Gel', 'Hair Type': 'Damaged', 'Unit Count': '1.00 Count', 'Package Dimensions': '5.08 x 1.14 x 1.02 inches; 1.34 Ounces'}",B0842BXM5M
198,56836,Huxley Secret of Sahara Clay Mask Balanced Blend 4.23 fl. oz. | Korean Clay Mask to Refine Pores and Absorb Excess Oil and Sebum | Made with Moroccan Rhassoul Clay,,34.95,"{'Brand': 'Huxley', 'Item Form': 'Clay', 'Skin Type': 'Sensitive', 'Special Feature': 'Hypoallergenic', 'Unit Count': '4.23 Fl Oz', 'Product Dimensions': '2.68 x 2.68 x 6.97 inches; 6.38 Ounces'}",B08L4HTQ3R
199,56849,BeautyStat Mini Universal Essentials Skin Care Kit - 3 in 1: Universal C Skin Refiner + Universal Pro Bio Moisture Boost Cream + Universal Moisture Essence | Created by a Veteran Cosmetic Chemist,,,"{'Package Dimensions': '6.73 x 4.88 x 2.48 inches; 4.97 Ounces', 'UPC': '860001453065'}",B08S1LWF9V
200,58194,"Gryph & IvyRose Coat of Arms Hydrating Lotion for Kids - Hydrating Moisturizer with Shea Butter & Coconut Oil - All Natural, Sustainable, Cruelty Free, No Parabens, No Sulfates, Vegan - USA Made - 8oz",,9.98,"{'Brand': 'Gryph & IvyRose', 'Scent': 'Coconut Shea', 'Item Form': 'Lotion', 'Active Ingredients': 'Sweet Almond Oil', 'Unit Count': '1.00 Count', 'Package Dimensions': '5.67 x 2.28 x 2.24 inches; 8 Ounces', 'UPC': '856991007210'}",B096YHL82K
201,59214,"Poly Nail Gel Kit, 7 Colors Nail Extension Gel with UV Lamp, Poly Extension Decoration Kit, Base Top Coat Set with Rhinestone, Nail Molds, Complete Nail Art Gel Kits for DIY Manicure, Pink Nude Series",,,"{'Color': 'Pink', 'Brand': 'AIFAIFA', 'Finish Type': 'Shimmery', 'Item Form': 'Gel', 'Product Dimensions': '5.9 x 5.9 x 5.9 inches; 1.5 Pounds'}",B087G54FLM
202,59337,Pine Gel Nail Polish Set Chameleon Shimmering Color and Black 7.5 ml LED UV Cured Soak Off Nail Gel for Nail Art Manicure,,,"{'Brand': 'Pine', 'Item Form': 'Gel', 'Type': 'Gel', 'Finish Type': 'Shimmery', 'Material Feature': 'Non-Toxic, Cruelty Free', 'Age Range (Description)': 'Adult', 'Unit Count': '1 Count', 'Number of Items': '1', 'Liquid Volume': '0.25 Fluid Ounces', 'Package Dimensions': '4.96 x 3.7 x 2.91 inches; 9.14 Ounces', 'UPC': '738628890993'}",B085SY4WC3
203,59348,"Cancun Collection Cacao Body Bronzer – Superfood Infused Sunless Tanning Lotion with Cacao 5.1 fl.oz, For Instant Tan in 1 minute.",,,"{'Item Form': 'Lotion', 'Skin Type': 'All', 'Brand': 'Cancun Collection', 'Skin Tone': 'All', 'Material Feature': 'Antioxidant', 'Package Dimensions': '5.1 x 4.6 x 1 inches; 14.39 Ounces', 'UPC': '659436986640'}",B07SV4HTMC
204,59425,Workman's Friend Ultimate Hand Care Bundle,,,"{'Package Dimensions': '9 x 4.5 x 2.3 inches; 1.3 Pounds', 'UPC': '023857030709'}",B082VKPJV5
205,59631,"Disney Frozen - Townley Girl Mega Nail Set with Nail Dryer Foldable Gift Set for Parties, Sleepovers and Makeovers",,,"{'Package Dimensions': '11.18 x 11.06 x 2.8 inches; 1.87 Pounds', 'Item model number': 'FZ2169GA', 'UPC': '719565451850'}",B08CVTNQP1
206,59729,"NeoCell Overnighter Collagen, 9.3oz",,,"{'Brand': 'NeoCell', 'Item Form': 'Powder', 'Active Ingredients': 'Vitamin c,zinc', 'Unit Count': '9.3 Ounce', 'Number of Items': '1', 'Package Dimensions': '5.55 x 5.08 x 3.46 inches; 9.3 Ounces', 'UPC': '016185130623'}",B08XQYZWCS
207,59870,"Spanature Aloe Vera Hand & Body Lotion Travel Size Selection, 4 Pack, Relaxing and Revitalizing Moisturizer for Rough and Dry Skin, Nourishing and Gentle for All Skin Types, Made In Korea - 75 ml/2.53oz",,,"{'Brand': 'Spanature', 'Item Form': 'Lotion', 'Unit Count': '10.1 Ounce', 'Number of Items': '4', 'Use for': 'Hands', 'Package Dimensions': '4.21 x 3.62 x 2.8 inches; 1.05 Pounds', 'UPC': '088234470585'}",B08LPGZMQK
208,59916,"4D Silk Fiber Lash Mascara, 2pcs Waterproof Mascara & Fiber Set, Longer Thicker Voluminous Eyelashes, No Clumping, No Smudging Lasting All Day",,,"{'Color': 'black', 'Special Feature': 'Water, Smudge Proof, Non Clumping', 'Brand': 'Arlega+', 'Specialty': 'Waterproof', 'Number of Items': '1', 'Package Dimensions': '6.69 x 2.8 x 1.06 inches; 4.16 Ounces', 'UPC': '193995030692 193995032320'}",B091GG4N2X
209,60839,"AAVRANI Travel Discovery Skin Care Set with Exfoliating Cleanser & Facial Mask, Toning Serum, Softening Day & Night Moisturizer & Eye Cream Treatment, Facial Kit for Glowing Skin & Healthy Complexion",,,"{'Package Dimensions': '6.38 x 6.06 x 0.87 inches; 1.26 Pounds', 'UPC': '860003591253'}",B0949MJRHK
210,61214,"Hard Wax Beads,WAXNOW 2lb Wax Beans for Hair Removal, All-Purpose Use for Full Body, Golden Glitter Added, Hard Wax for Legs, Brazilian Bikini, Underarm, Face, Larger Refill for Wax Warmer Kit",,,"{'Item Form': 'Wax', 'Skin Type': 'Sensitive', 'Brand': 'WAXNOW', 'Number of Items': '1', 'Unit Count': '32 Ounce', 'Package Dimensions': '10.08 x 6.93 x 2.28 inches; 2.04 Pounds', 'UPC': '795890020053'}",B08VDCWKHV
211,61422,"Murad Hydration Intense Recovery Cream - Deeply Moisturizes Severely Dry and Stressed Skin - For Face and Eyes, 1.7 Fl Oz",,86.0,"{'Brand': 'Murad', 'Scent': 'Unscented', 'Item Form': 'Cream', 'Active Ingredients': 'Vitamin A', 'Unit Count': '1.7 Fl Oz', 'Language': 'English', 'Product Dimensions': '2.91 x 2.91 x 1.69 inches; 7.2 Ounces', 'Item model number': '15293', 'UPC': '767332152936'}",B08SQZ1B3W
212,62244,"Yolife Acrylic Nail Brush with100% Pure Kolinsky Sable, Nail Art Brush With Brilliant crystal Handle, for Manicure Pedicure (6#, Silver)",,,"{'Color': 'Silver', 'Brand': 'YOLIFE', 'Unit Count': '1.00 Count', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '7.75 x 2 x 0.3 inches; 3.21 Ounces'}",B08CC6YRLJ
213,62335,Calendula Soap With Coconut Oil Soap - Natural Body Soap | Best Body Bar For Dry & Sensitive Skin | Use As A Bath Soap & Face Pure Extracts (2.64 Ounce),,,"{'Item Form': 'Bar', 'Skin Type': 'Sensitive', 'Brand': 'Pure Extracts', 'Scent': 'Calendula', 'Material Feature': 'Natural', 'Package Dimensions': '3.23 x 2.2 x 1.34 inches; 4.16 Ounces'}",B08KHRF9NY
214,62888,"TIANG Facial Steamer, Nano Ionic Mist Face Steamer, Hydrating Mist Sprayer Water Oxygen Injection, Nano Steamer Portable Mist Humidifier, for Face Mini Spa Rejuvenation, Moisturizing Refreshing",,,"{'Brand': 'TIANG', 'Item Form': 'Liquid, Oil, Lotion, Spray', 'Unit Count': '1.00 Count', 'Number of Items': '1', 'Use for': 'Face', 'Product Dimensions': '7.09 x 1.61 x 1.61 inches; 6.17 Ounces', 'UPC': '757249753050'}",B09671G4KH
215,63082,"Study Buddy Clay Mask with Detoxifying Bentonite, 3 fl. oz., Exfoliates, Brightens and Clears Pores, Clay Draws Out Impurities and Improves Skin's Texture and Tone by Higher Education Skincare",,,"{'Brand': 'Higher Education', 'Item Form': 'Clay', 'Product Benefits': 'Exfoliating', 'Scent': 'Exfoliating', 'Skin Type': 'All', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '5.6 x 3.6 x 1.3 inches; 5.61 Ounces', 'UPC': '811381035006'}",B07M9D3WYW
216,63093,"Panama Jack Sunscreen Lip Balm - SPF 45, Tropical & Mango 6 Pack Plus, Broad Spectrum UVA-UVB Sunscreen Protection, Prevents & Soothes Dry, Chapped Lips",,,"{'Scent': 'Mango', 'Product Benefits': 'Soothing', 'Item Weight': '4.25 Grams', 'Number of Items': '6', 'Unit Count': '1.00 Count', 'Package Dimensions': '5.08 x 4.72 x 1.34 inches; 0.15 Ounces'}",B08G5YVHQP
217,63233,"Beauhair Lace Front Wigs Human Hair Pre Plucked Brazilian Deep Wave 13x4 Lace Frontal Wig with Baby Hair 9A Natural Hair Wigs for Black Women(16, Deep Wigs)",,,"{'Material': 'Human Hair', 'Hair Type': 'Wavy', 'Style': 'Modern', 'Brand': 'Beauhair', 'Age Range (Description)': 'Adult', 'Package Dimensions': '9.61 x 6.18 x 2.52 inches; 8.78 Ounces'}",B08LG68MGH
218,63325,"UV LED Nail Lamp Mercase,72W Gel uv light for Fingernail & Toenail Gel Based Polishes – Portable Nail Curing Light with 36pcs LEDs, 4 Timer Settings & Smart Sensor (White)",,,{},B08MT8L5ZL
219,63662,"O!GETi Vitamin C Foam Cleanser | Foaming Facial Cleanser, Perfect Pore Cleansing Foam, Face Wash for Dry & Sensitive Skin, Sebum Reducing, Moisture Control & Minimizing Pores, Korean Skin Care, Gift for Women, Paraben-free, 4.23 Oz (120g)",,14.0,"{'Item Form': 'Foam', 'Skin Type': 'All', 'Brand': 'O!GETi', 'Scent': 'Tangerine', 'Material Feature': 'Natural'}",B08TR1MKHD
220,64201,12ML Refillable Perfume Atomizer Bottle for Travel Spray Scent Pump Case Pack of 5,,,"{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '0.71 x 0.71 x 4.13 inches; 4.8 Ounces', 'Item model number': 'Surface Matalic Bottle', 'UPC': '753940391508'}",B015A5DGG4
221,64226,"Multicolors Crimped Bobby Pins, 96 Counts 2 Inches Non Slip Grip Hair Pins For Women, Safe Rubber Tips & Strong Grip Bob Pins, Bobby Pins Blonde, Black, Brown, Green",,,"{'Brand': 'DARONGFENG', 'Hair Type': 'All', 'Color': 'Gray,Green,Brown', 'Age Range (Description)': 'Adult', 'Material': 'Metal, Rubber', 'Package Dimensions': '4.8 x 3.8 x 0.7 inches; 3.21 Ounces', 'Item model number': 'Hair pins-D96-4', 'UPC': '741416436082'}",B087PJ121M
222,64287,"Pharmacopia Tangerine-Flavored Lip Balm - Set of 2, 0.25oz - Nourishing Herbal Lip Elixir with 100% Natural and Certified Organic Ingredients",,,"{'Brand': 'Pharmacopia', 'Item Form': 'Balm', 'Finish Type': 'Natural', 'Skin Type': 'Dry', 'Product Benefits': 'Hydrating,Soothing,Nourishing', 'Package Dimensions': '3.6 x 1.7 x 0.7 inches; 0.25 Ounces', 'UPC': '087819800366'}",B07Z3NRMBS
223,64533,"Revitalizing N.M.F Intensive Hydrating Serum that treats Dull, Tired, Dry and Sensitive Skin from Manilla Natural Skincare",,,"{'Skin Type': 'mature', 'Product Benefits': 'Hydration', 'Brand': 'Manilla Natural Skincare', 'Material Feature': 'Natural', 'Recommended Uses For Product': 'Hydrating,Wrinkles', 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '1.38 x 1.38 x 3.54 inches; 3.99 Ounces'}",B081MQD52C
224,64563,"Claireceuticals Sweet Almond Oil for Hair, Face & Skin - Organic Almond Oil for Skin - Pure Almond Oil Moisturizer for Dry Skin - Facial Moisturizer for Women - Ideal Dandruff Remover - 1.69 Fl Oz",,,"{'Brand': 'CLAIRECEUTICALS', 'Item Form': 'Oil', 'Unit Count': '1.7 Fl Oz', 'Skin Type': 'All', 'Item Volume': '100 Milliliters'}",B08HDG9F44
225,64705,"ABOUT ME MediAnswer Collagen Firming Up Mask 4ea (1box) 25g - 77% Pure Collagen Extract Anti-Aging Total Care Facial Mask Sheet, Powerful Hydrating and Anti-Wrinkle Night Skin Care",,,"{'Brand': 'Samyang', 'Item Form': 'Sheet', 'Product Benefits': 'Hydrating,Anti-aging', 'Scent': 'Fresh', 'Special Feature': 'Not Tested On Animals', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '7.1 x 6.3 x 0.9 inches; 0.88 Ounces'}",B07J1LYVHC
226,64742,Lemon Oil Towelettes - 20 Count,"The Essential Oil Towelettes from Herban Essentials combines clean hands with soothing scents. Our travel hand wipes work to keep your hands clean and skin soft. They also work as face cleansing wipes, face cloths, body wipes for adults bathing, and body wipes for men when you are traveling and cannot stop to take a shower. If you need a midday refresher, use one of our citrus moisture towelettes for an energizing pick-me-up! Our collection includes lemon wipes, facial wipes cleansing cloths, a natural towelette, and men's wipes.",16.0,"{'Brand': 'Herban Essentials', 'Skin Type': 'All', 'Material Feature': 'Natural', 'Unit Count': '1.00 Count', 'Number of Items': '1', 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '7 x 1 x 6 inches; 5.29 Ounces', 'Manufacturer': 'Herban Essentials', 'Country of Origin': 'USA'}",B096S4RQNH
